OrderID,Date,Region,Category,Product,CustomerSegment,Channel,UnitsSold,UnitPrice,DiscountPct,MarketingSpend,Sales,MarketingSpend_Missing,DayOfWeek,IsWeekend
100534,2024-03-05,South,Electronics,Smartphone Case,New,Marketplace,2,12.79,0.0,8.21,25.58,0,Tuesday,False
100535,2024-03-05,East,Home & Kitchen,Blender,Returning,Online,4,37.88,0.0,38.04,151.52,0,Tuesday,False
100536,2024-03-05,North,Electronics,Wireless Earbuds,New,Online,1,50.95,0.0,42.7,50.95,0,Tuesday,False
100537,2024-03-05,North,Beauty,Moisturizer,Returning,Marketplace,3,23.7,0.0,40.15,71.1,0,Tuesday,False
100538,2024-03-05,West,Electronics,Bluetooth Speaker,Returning,Marketplace,5,72.22,0.0,34.56,361.1,0,Tuesday,False
100539,2024-03-05,North,Electronics,Wireless Earbuds,Returning,In-Store,1,43.97,0.0,7.79,43.97,0,Tuesday,False
100540,2024-03-05,South,Home & Kitchen,Blender,New,Online,2,34.78,0.2,36.74,55.65,0,Tuesday,False
100541,2024-03-06,South,Apparel,Jacket,Loyalty,In-Store,3,77.66,0.0,16.74,232.98,0,Wednesday,False
100542,2024-03-06,South,Beauty,Shampoo,New,Online,2,11.08,0.0,21.3,22.16,0,Wednesday,False
100543,2024-03-06,West,Apparel,Running Shoes,Returning,Marketplace,1,88.01,0.0,37.97,88.01,0,Wednesday,False
100544,2024-03-06,East,Beauty,Shampoo,Returning,Online,4,10.45,0.0,20.62,41.8,0,Wednesday,False
100545,2024-03-06,North,Home & Kitchen,Air Fryer,Loyalty,In-Store,3,90.26,0.0,10.11,270.78,0,Wednesday,False
100546,2024-03-06,South,Home & Kitchen,Vacuum Cleaner,Returning,Online,1,107.96,0.0,15.38,107.96,0,Wednesday,False
100547,2024-03-06,West,Electronics,Smartphone Case,Loyalty,Online,3,17.06,0.0,22.19,51.18,0,Wednesday,False
100548,2024-03-06,North,Home & Kitchen,Air Fryer,Loyalty,In-Store,4,86.92,0.0,37.99,347.68,0,Wednesday,False
100549,2024-03-06,South,Home & Kitchen,Blender,Returning,In-Store,3,37.07,0.0,0.0,111.21,1,Wednesday,False
100550,2024-03-06,South,Beauty,Face Serum,Loyalty,Online,2,24.51,0.2,22.24,39.22,0,Wednesday,False
100551,2024-03-06,South,Home & Kitchen,Air Fryer,Loyalty,In-Store,1,68.79,0.0,15.61,68.79,0,Wednesday,False
100552,2024-03-06,East,Electronics,Bluetooth Speaker,Loyalty,Marketplace,4,60.48,0.0,40.25,241.92,0,Wednesday,False
100553,2024-03-06,West,Home & Kitchen,Air Fryer,New,Online,2,94.63,0.0,23.21,189.26,0,Wednesday,False
100554,2024-03-07,South,Apparel,Backpack,Returning,Online,2,43.01,0.15,26.25,73.12,0,Thursday,False
100555,2024-03-07,East,Beauty,Shampoo,Returning,Online,4,10.45,0.0,2.69,41.8,0,Thursday,False
100556,2024-03-07,North,Apparel,Jacket,New,Online,4,102.22,0.15,24.62,347.55,0,Thursday,False
100557,2024-03-07,East,Beauty,Moisturizer,Returning,Online,4,22.48,0.0,3.42,89.92,0,Thursday,False
100558,2024-03-07,West,Home & Kitchen,Coffee Maker,New,Marketplace,5,61.36,0.15,17.0,260.78,0,Thursday,False
100559,2024-03-07,West,Apparel,T-Shirt,Returning,Marketplace,3,20.25,0.0,41.38,60.75,0,Thursday,False
100560,2024-03-07,East,Electronics,Wireless Earbuds,New,Online,1,48.75,0.1,35.22,43.88,0,Thursday,False
100561,2024-03-08,North,Apparel,Running Shoes,Loyalty,Online,4,77.47,0.0,35.37,309.88,0,Friday,False
100562,2024-03-08,East,Electronics,Power Bank,Returning,Online,4,25.63,0.0,33.33,102.52,0,Friday,False
100563,2024-03-08,East,Apparel,Backpack,Returning,Online,3,53.62,0.0,36.4,160.86,0,Friday,False
100564,2024-03-08,West,Beauty,Moisturizer,Returning,Online,5,24.34,0.0,27.91,121.7,0,Friday,False
100565,2024-03-08,South,Apparel,Backpack,Loyalty,Online,1,49.35,0.0,41.82,49.35,0,Friday,False
100566,2024-03-08,West,Home & Kitchen,Vacuum Cleaner,Loyalty,Online,1,133.88,0.0,33.64,133.88,0,Friday,False
100567,2024-03-08,South,Home & Kitchen,Air Fryer,New,Online,1,72.61,0.0,3.74,72.61,0,Friday,False
100568,2024-03-08,North,Beauty,Moisturizer,New,Online,1,23.01,0.0,2.64,23.01,0,Friday,False
100569,2024-03-09,North,Beauty,Face Serum,Loyalty,Online,1,33.33,0.0,30.84,33.33,0,Saturday,True
100570,2024-03-09,West,Electronics,Smartphone Case,Returning,Online,5,17.0,0.0,49.66,85.0,0,Saturday,True
100571,2024-03-09,West,Home & Kitchen,Vacuum Cleaner,Returning,Online,1,140.85,0.0,31.54,140.85,0,Saturday,True
100572,2024-03-09,South,Apparel,Running Shoes,Returning,Online,1,62.46,0.0,8.6,62.46,0,Saturday,True
100573,2024-03-09,South,Home & Kitchen,Coffee Maker,New,Online,3,47.37,0.15,27.96,120.79,0,Saturday,True
100574,2024-03-09,South,Beauty,Shampoo,New,Marketplace,5,11.03,0.0,19.7,55.15,0,Saturday,True
100575,2024-03-09,West,Beauty,Moisturizer,New,In-Store,1,26.29,0.0,43.99,26.29,0,Saturday,True
100576,2024-03-09,East,Home & Kitchen,Vacuum Cleaner,Returning,Online,2,119.5,0.0,20.12,239.0,0,Saturday,True
100577,2024-03-09,North,Apparel,Backpack,New,Online,4,58.33,0.0,30.83,233.32,0,Saturday,True
100578,2024-03-09,North,Electronics,Wireless Earbuds,Returning,Online,3,48.52,0.2,17.09,116.45,0,Saturday,True
100579,2024-03-09,West,Beauty,Moisturizer,Loyalty,Online,4,25.89,0.0,40.83,103.56,0,Saturday,True
100580,2024-03-09,West,Beauty,Face Serum,Returning,Marketplace,4,34.19,0.15,37.57,116.25,0,Saturday,True
100581,2024-03-09,West,Beauty,Shampoo,New,Marketplace,4,13.91,0.0,10.76,55.64,0,Saturday,True
100582,2024-03-09,East,Electronics,Power Bank,Loyalty,Online,5,23.21,0.0,47.73,116.05,0,Saturday,True
100583,2024-03-10,South,Apparel,Backpack,New,In-Store,1,43.74,0.15,9.03,37.18,0,Sunday,True
100584,2024-03-10,West,Apparel,T-Shirt,New,In-Store,4,21.72,0.0,14.58,86.88,0,Sunday,True
100585,2024-03-10,West,Beauty,Face Serum,New,Online,2,34.44,0.0,47.7,68.88,0,Sunday,True
100586,2024-03-10,West,Home & Kitchen,Coffee Maker,Returning,Online,4,60.92,0.0,0.37,243.68,0,Sunday,True
100587,2024-03-10,East,Apparel,Running Shoes,New,Online,3,75.8,0.0,42.84,227.4,0,Sunday,True
100588,2024-03-10,South,Home & Kitchen,Vacuum Cleaner,Returning,In-Store,3,99.8,0.0,48.34,299.4,0,Sunday,True
100589,2024-03-10,East,Home & Kitchen,Coffee Maker,Loyalty,Online,1,47.77,0.0,1.52,47.77,0,Sunday,True
100590,2024-03-10,East,Beauty,Lipstick Set,New,Online,4,22.67,0.0,42.89,90.68,0,Sunday,True
100591,2024-03-10,South,Home & Kitchen,Coffee Maker,New,Online,4,49.78,0.2,10.07,159.3,0,Sunday,True
100592,2024-03-10,North,Electronics,Power Bank,New,Marketplace,2,24.78,0.0,22.51,49.56,0,Sunday,True
100593,2024-03-10,North,Apparel,Backpack,Returning,Online,1,53.62,0.0,14.09,53.62,0,Sunday,True
100594,2024-03-10,North,Electronics,Wireless Earbuds,New,In-Store,1,48.63,0.15,22.85,41.34,0,Sunday,True
100595,2024-03-10,North,Home & Kitchen,Air Fryer,New,In-Store,5,82.39,0.1,49.33,370.76,0,Sunday,True
100596,2024-03-10,North,Apparel,Running Shoes,Loyalty,In-Store,3,79.61,0.2,25.45,191.06,0,Sunday,True
100597,2024-03-10,South,Home & Kitchen,Air Fryer,Loyalty,Online,2,72.66,0.0,47.61,145.32,0,Sunday,True
100598,2024-03-10,West,Electronics,Wireless Earbuds,Returning,Marketplace,3,53.03,0.0,15.82,159.09,0,Sunday,True
100599,2024-03-11,West,Apparel,Backpack,New,Online,2,49.29,0.15,39.41,83.79,0,Monday,False
100600,2024-03-11,North,Home & Kitchen,Blender,Returning,In-Store,5,48.37,0.0,8.46,241.85,0,Monday,False
100601,2024-03-11,West,Electronics,Smartphone Case,Returning,In-Store,1,19.22,0.0,5.19,19.22,0,Monday,False
100602,2024-03-11,North,Home & Kitchen,Air Fryer,Returning,Online,3,86.26,0.0,21.59,258.78,0,Monday,False
100603,2024-03-11,East,Beauty,Moisturizer,Returning,In-Store,3,20.76,0.0,35.27,62.28,0,Monday,False
100605,2024-03-11,East,Electronics,Wireless Earbuds,New,Online,2,45.1,0.0,4.62,90.2,0,Monday,False
100606,2024-03-12,East,Apparel,Backpack,Returning,Online,4,49.32,0.0,2.4,197.28,0,Tuesday,False
100607,2024-03-12,West,Beauty,Shampoo,New,In-Store,2,13.97,0.1,26.12,25.15,0,Tuesday,False
100608,2024-03-12,East,Electronics,Power Bank,Returning,Online,3,24.03,0.0,3.2,72.09,0,Tuesday,False
100609,2024-03-12,East,Home & Kitchen,Blender,New,Marketplace,2,40.41,0.0,15.48,80.82,0,Tuesday,False
100610,2024-03-12,West,Home & Kitchen,Coffee Maker,New,Online,5,67.07,0.0,6.28,335.35,0,Tuesday,False
100611,2024-03-12,North,Electronics,Power Bank,New,Online,2,25.4,0.0,25.46,50.8,0,Tuesday,False
100613,2024-03-12,West,Home & Kitchen,Air Fryer,New,In-Store,1,87.89,0.0,35.08,87.89,0,Tuesday,False
100614,2024-03-12,North,Beauty,Shampoo,New,In-Store,2,12.48,0.15,40.8,21.22,0,Tuesday,False
100615,2024-03-12,West,Electronics,Power Bank,Loyalty,Online,1,28.51,0.0,30.48,28.51,0,Tuesday,False
100616,2024-03-12,West,Electronics,Wireless Earbuds,Returning,In-Store,5,56.38,0.0,27.34,281.9,0,Tuesday,False
100617,2024-03-12,East,Apparel,Backpack,New,Online,5,50.37,0.0,9.09,251.85,0,Tuesday,False
100619,2024-03-13,West,Electronics,Bluetooth Speaker,Loyalty,Online,5,67.04,0.0,14.63,335.2,0,Wednesday,False
100620,2024-03-13,South,Home & Kitchen,Blender,Returning,In-Store,1,36.34,0.0,26.21,36.34,0,Wednesday,False
100621,2024-03-13,East,Beauty,Lipstick Set,Loyalty,Online,5,23.88,0.0,32.16,119.4,0,Wednesday,False
100622,2024-03-13,South,Electronics,Bluetooth Speaker,New,Online,5,53.18,0.1,48.47,239.31,0,Wednesday,False
100623,2024-03-13,South,Beauty,Lipstick Set,Returning,Marketplace,5,21.39,0.0,21.84,106.95,0,Wednesday,False
100624,2024-03-13,South,Beauty,Moisturizer,Returning,In-Store,2,18.08,0.0,4.59,36.16,0,Wednesday,False
100625,2024-03-13,East,Apparel,T-Shirt,Returning,Online,4,18.95,0.2,45.59,60.64,0,Wednesday,False
100626,2024-03-14,South,Beauty,Shampoo,Loyalty,In-Store,4,11.16,0.0,45.69,44.64,0,Thursday,False
100627,2024-03-14,West,Electronics,Smartphone Case,Loyalty,In-Store,2,17.11,0.0,13.41,34.22,0,Thursday,False
100628,2024-03-14,South,Home & Kitchen,Blender,Returning,Online,5,36.77,0.2,49.15,147.08,0,Thursday,False
100629,2024-03-14,South,Home & Kitchen,Coffee Maker,Returning,Online,3,47.73,0.0,46.88,143.19,0,Thursday,False
100630,2024-03-14,South,Electronics,Wireless Earbuds,Returning,Online,3,40.03,0.0,25.7,120.09,0,Thursday,False
100631,2024-03-14,East,Home & Kitchen,Air Fryer,Returning,In-Store,2,80.26,0.1,36.37,144.47,0,Thursday,False
100632,2024-03-15,North,Electronics,Wireless Earbuds,Returning,Online,3,51.35,0.0,37.08,154.05,0,Friday,False
100633,2024-03-15,East,Apparel,Running Shoes,New,Online,2,74.9,0.0,42.93,149.8,0,Friday,False
100634,2024-03-15,West,Home & Kitchen,Coffee Maker,New,Online,3,58.07,0.1,3.54,156.79,0,Friday,False
100636,2024-03-15,West,Beauty,Face Serum,Returning,Online,3,35.45,0.0,24.18,106.35,0,Friday,False
100637,2024-03-15,North,Home & Kitchen,Blender,Loyalty,Online,3,41.18,0.0,11.64,123.54,0,Friday,False
100638,2024-03-15,North,Electronics,Smartphone Case,Returning,In-Store,3,15.13,0.15,9.83,38.58,0,Friday,False
100639,2024-03-16,East,Beauty,Moisturizer,Returning,In-Store,4,21.68,0.0,23.45,86.72,0,Saturday,True
100640,2024-03-16,North,Home & Kitchen,Coffee Maker,New,In-Store,2,57.53,0.0,22.62,115.06,0,Saturday,True
100641,2024-03-16,East,Electronics,Wireless Earbuds,Returning,Online,4,45.07,0.1,17.7,162.25,0,Saturday,True
100642,2024-03-16,East,Home & Kitchen,Coffee Maker,Returning,In-Store,5,54.85,0.15,28.47,233.11,0,Saturday,True
100643,2024-03-16,West,Home & Kitchen,Air Fryer,New,In-Store,3,89.47,0.0,11.31,268.41,0,Saturday,True
100644,2024-03-16,North,Apparel,Backpack,New,Online,3,54.4,0.0,21.51,163.2,0,Saturday,True
100645,2024-03-16,South,Apparel,T-Shirt,Returning,Marketplace,2,18.69,0.15,47.64,31.77,0,Saturday,True
100646,2024-03-16,North,Electronics,Wireless Earbuds,Returning,Marketplace,1,46.2,0.1,34.03,41.58,0,Saturday,True
100647,2024-03-16,North,Home & Kitchen,Air Fryer,New,Marketplace,3,83.2,0.0,20.26,249.6,0,Saturday,True
100648,2024-03-16,East,Beauty,Shampoo,New,Marketplace,4,11.59,0.0,48.27,46.36,0,Saturday,True
100649,2024-03-16,West,Beauty,Shampoo,Returning,Online,5,13.22,0.2,8.19,52.88,0,Saturday,True
100650,2024-03-16,North,Home & Kitchen,Coffee Maker,New,Marketplace,1,59.26,0.0,20.95,59.26,0,Saturday,True
100651,2024-03-16,South,Apparel,T-Shirt,Loyalty,Online,1,17.78,0.0,7.18,17.78,0,Saturday,True
100652,2024-03-16,East,Apparel,Backpack,Returning,Online,5,49.53,0.0,36.59,247.65,0,Saturday,True
100653,2024-03-16,North,Electronics,Smartphone Case,Returning,Online,3,17.48,0.2,23.73,41.95,0,Saturday,True
100654,2024-03-16,West,Electronics,Smartphone Case,Returning,In-Store,2,17.76,0.0,45.51,35.52,0,Saturday,True
100655,2024-03-16,North,Beauty,Moisturizer,New,In-Store,5,25.24,0.0,10.58,126.2,0,Saturday,True
100656,2024-03-17,South,Electronics,Bluetooth Speaker,Loyalty,Marketplace,1,50.69,0.0,34.49,50.69,0,Sunday,True
100657,2024-03-17,West,Beauty,Shampoo,Returning,Online,2,14.69,0.0,21.13,29.38,0,Sunday,True
100658,2024-03-17,East,Apparel,T-Shirt,Returning,Online,2,19.51,0.0,3.47,39.02,0,Sunday,True
100659,2024-03-17,East,Electronics,Smartphone Case,Returning,Online,3,14.2,0.0,24.4,42.6,0,Sunday,True
100660,2024-03-17,North,Home & Kitchen,Coffee Maker,New,Marketplace,2,57.28,0.0,43.45,114.56,0,Sunday,True
100662,2024-03-17,North,Home & Kitchen,Coffee Maker,New,Marketplace,4,62.63,0.0,18.79,250.52,0,Sunday,True
100663,2024-03-17,North,Electronics,Wireless Earbuds,Returning,In-Store,3,54.83,0.0,23.42,164.49,0,Sunday,True
100664,2024-03-17,West,Home & Kitchen,Blender,Loyalty,Online,3,43.16,0.0,5.47,129.48,0,Sunday,True
100665,2024-03-17,West,Beauty,Moisturizer,Returning,Online,4,26.51,0.1,33.67,95.44,0,Sunday,True
100667,2024-03-17,West,Electronics,Bluetooth Speaker,Returning,Online,2,67.41,0.15,18.31,114.6,0,Sunday,True
100668,2024-03-17,North,Beauty,Moisturizer,New,Online,2,25.35,0.0,0.0,50.7,1,Sunday,True
100669,2024-03-18,East,Beauty,Moisturizer,Loyalty,Marketplace,2,22.58,0.15,41.28,38.39,0,Monday,False
100670,2024-03-18,East,Beauty,Shampoo,Loyalty,Marketplace,1,10.81,0.2,13.68,8.65,0,Monday,False
100671,2024-03-18,South,Apparel,Backpack,Returning,Online,1,47.44,0.0,28.34,47.44,0,Monday,False
100672,2024-03-18,West,Apparel,T-Shirt,Loyalty,Online,5,23.33,0.1,33.37,104.98,0,Monday,False
100673,2024-03-18,North,Electronics,Power Bank,New,Online,3,28.23,0.0,8.62,84.69,0,Monday,False
100674,2024-03-18,West,Beauty,Moisturizer,New,Marketplace,4,25.9,0.0,1.57,103.6,0,Monday,False
100675,2024-03-18,North,Beauty,Face Serum,Loyalty,Online,1,35.42,0.0,27.35,35.42,0,Monday,False
100676,2024-03-18,South,Home & Kitchen,Vacuum Cleaner,Returning,Marketplace,1,111.16,0.0,36.0,111.16,0,Monday,False
100677,2024-03-18,North,Electronics,Power Bank,New,In-Store,4,26.99,0.0,13.71,107.96,0,Monday,False
100679,2024-03-19,West,Apparel,Backpack,Returning,Online,5,58.22,0.0,45.89,291.1,0,Tuesday,False
100680,2024-03-19,West,Beauty,Face Serum,Returning,In-Store,2,32.97,0.0,15.35,65.94,0,Tuesday,False
100681,2024-03-19,North,Beauty,Lipstick Set,Returning,In-Store,4,26.78,0.0,33.62,107.12,0,Tuesday,False
100682,2024-03-19,South,Beauty,Face Serum,New,Online,3,26.0,0.0,1.06,78.0,0,Tuesday,False
100683,2024-03-19,South,Home & Kitchen,Blender,New,In-Store,5,37.17,0.0,2.61,185.85,0,Tuesday,False
100684,2024-03-19,West,Home & Kitchen,Coffee Maker,Loyalty,Online,2,59.12,0.0,13.38,118.24,0,Tuesday,False
100685,2024-03-19,South,Beauty,Moisturizer,New,Online,3,19.5,0.0,46.16,58.5,0,Tuesday,False
100686,2024-03-19,South,Home & Kitchen,Air Fryer,Returning,In-Store,4,72.77,0.0,5.5,291.08,0,Tuesday,False
100687,2024-03-19,South,Apparel,Jacket,Loyalty,In-Store,3,88.08,0.0,14.23,264.24,0,Tuesday,False
100688,2024-03-19,South,Apparel,T-Shirt,Returning,Online,2,19.36,0.0,5.6,38.72,0,Tuesday,False
100690,2024-03-19,North,Home & Kitchen,Coffee Maker,Returning,Marketplace,3,64.07,0.0,3.15,192.21,0,Tuesday,False
100691,2024-03-19,North,Apparel,T-Shirt,Returning,In-Store,3,24.58,0.0,24.67,73.74,0,Tuesday,False
100692,2024-03-20,North,Apparel,T-Shirt,Returning,Online,3,21.08,0.0,44.28,63.24,0,Wednesday,False
100693,2024-03-20,North,Beauty,Moisturizer,Returning,Online,5,22.5,0.0,5.82,112.5,0,Wednesday,False
100694,2024-03-20,West,Beauty,Shampoo,Loyalty,In-Store,3,13.65,0.0,5.05,40.95,0,Wednesday,False
100695,2024-03-20,North,Beauty,Lipstick Set,New,In-Store,1,26.98,0.15,4.68,22.93,0,Wednesday,False
100696,2024-03-20,West,Beauty,Moisturizer,New,Marketplace,3,24.42,0.15,12.93,62.27,0,Wednesday,False
100697,2024-03-21,South,Electronics,Wireless Earbuds,Loyalty,Online,2,41.02,0.0,39.92,82.04,0,Thursday,False
100698,2024-03-21,East,Beauty,Lipstick Set,New,Online,5,24.35,0.0,45.57,121.75,0,Thursday,False
100699,2024-03-21,East,Apparel,Jacket,New,Marketplace,4,95.96,0.0,43.34,383.84,0,Thursday,False
100700,2024-03-21,West,Electronics,Bluetooth Speaker,New,Online,2,59.81,0.0,9.38,119.62,0,Thursday,False
100701,2024-03-21,North,Home & Kitchen,Vacuum Cleaner,Returning,Marketplace,3,132.06,0.0,20.02,396.18,0,Thursday,False
100702,2024-03-22,West,Apparel,Jacket,New,In-Store,2,114.91,0.0,12.78,229.82,0,Friday,False
100703,2024-03-22,South,Apparel,Running Shoes,New,Marketplace,3,66.78,0.0,3.12,200.34,0,Friday,False
100704,2024-03-22,South,Home & Kitchen,Vacuum Cleaner,New,Online,1,106.65,0.0,48.22,106.65,0,Friday,False
100705,2024-03-22,East,Home & Kitchen,Vacuum Cleaner,Returning,Online,2,116.84,0.0,39.15,233.68,0,Friday,False
100706,2024-03-22,South,Apparel,Jacket,Returning,Online,5,75.04,0.0,40.44,375.2,0,Friday,False
100707,2024-03-22,South,Apparel,Running Shoes,Returning,Online,1,58.67,0.0,0.0,58.67,1,Friday,False
100708,2024-03-22,East,Home & Kitchen,Air Fryer,New,In-Store,3,92.06,0.0,4.07,276.18,0,Friday,False
100709,2024-03-22,North,Electronics,Wireless Earbuds,Returning,Online,1,51.05,0.0,48.95,51.05,0,Friday,False
100710,2024-03-22,South,Beauty,Lipstick Set,Returning,Online,1,22.31,0.0,12.37,22.31,0,Friday,False
100711,2024-03-22,East,Apparel,Running Shoes,Loyalty,Online,5,65.24,0.2,29.81,260.96,0,Friday,False
100712,2024-03-23,South,Beauty,Lipstick Set,Returning,Marketplace,2,20.13,0.15,33.68,34.22,0,Saturday,True
100713,2024-03-23,North,Beauty,Moisturizer,New,Online,5,26.67,0.0,40.04,133.35,0,Saturday,True
100714,2024-03-23,East,Beauty,Lipstick Set,New,Marketplace,5,25.64,0.15,10.47,108.97,0,Saturday,True
100715,2024-03-23,North,Electronics,Wireless Earbuds,Loyalty,Marketplace,3,49.03,0.0,8.68,147.09,0,Saturday,True
100716,2024-03-23,East,Apparel,Jacket,Loyalty,In-Store,3,88.81,0.0,36.36,266.43,0,Saturday,True
100717,2024-03-23,East,Electronics,Smartphone Case,Returning,In-Store,3,15.91,0.0,22.03,47.73,0,Saturday,True
100718,2024-03-23,West,Electronics,Power Bank,Loyalty,Online,4,28.9,0.0,1.18,115.6,0,Saturday,True
100719,2024-03-23,South,Electronics,Wireless Earbuds,Returning,Online,4,41.11,0.15,19.8,139.77,0,Saturday,True
100720,2024-03-23,North,Home & Kitchen,Vacuum Cleaner,New,Marketplace,2,127.69,0.15,6.87,217.07,0,Saturday,True
100721,2024-03-23,South,Beauty,Shampoo,New,In-Store,1,11.26,0.0,29.54,11.26,0,Saturday,True
100722,2024-03-23,East,Apparel,Running Shoes,Loyalty,Online,4,75.41,0.0,47.72,301.64,0,Saturday,True
100723,2024-03-23,West,Home & Kitchen,Coffee Maker,Returning,Online,4,66.72,0.0,29.76,266.88,0,Saturday,True
100724,2024-03-24,East,Home & Kitchen,Coffee Maker,Loyalty,Online,1,52.45,0.0,49.09,52.45,0,Sunday,True
100725,2024-03-24,East,Home & Kitchen,Air Fryer,Loyalty,Online,2,83.05,0.15,17.83,141.18,0,Sunday,True
100726,2024-03-24,North,Electronics,Power Bank,Returning,Online,3,27.84,0.0,46.23,83.52,0,Sunday,True
100727,2024-03-24,South,Beauty,Moisturizer,Returning,Online,3,19.88,0.0,17.99,59.64,0,Sunday,True
100728,2024-03-24,South,Apparel,Running Shoes,New,Online,4,59.11,0.0,30.19,236.44,0,Sunday,True
100729,2024-03-24,North,Home & Kitchen,Blender,New,Marketplace,5,39.82,0.15,20.57,169.24,0,Sunday,True
100730,2024-03-24,North,Home & Kitchen,Air Fryer,Loyalty,In-Store,2,82.38,0.0,13.97,164.76,0,Sunday,True
100731,2024-03-24,South,Electronics,Bluetooth Speaker,New,Marketplace,2,56.56,0.1,25.42,101.81,0,Sunday,True
100732,2024-03-24,North,Electronics,Bluetooth Speaker,Returning,Marketplace,3,68.46,0.0,47.99,205.38,0,Sunday,True
100733,2024-03-24,East,Electronics,Wireless Earbuds,Returning,In-Store,5,48.12,0.15,11.63,204.51,0,Sunday,True
100734,2024-03-25,East,Beauty,Shampoo,Loyalty,In-Store,5,11.98,0.0,27.96,59.9,0,Monday,False
100735,2024-03-25,South,Home & Kitchen,Coffee Maker,Returning,Online,5,45.16,0.0,14.73,225.8,0,Monday,False
100736,2024-03-25,North,Electronics,Smartphone Case,New,In-Store,5,17.02,0.0,30.39,85.1,0,Monday,False
100737,2024-03-25,South,Home & Kitchen,Air Fryer,New,Marketplace,5,70.71,0.0,19.32,353.55,0,Monday,False
100738,2024-03-25,South,Apparel,Jacket,New,Online,4,81.85,0.1,3.0,294.66,0,Monday,False
100739,2024-03-25,South,Beauty,Moisturizer,Returning,In-Store,2,19.86,0.0,4.33,39.72,0,Monday,False
100740,2024-03-26,South,Apparel,T-Shirt,Returning,Online,4,18.24,0.0,26.67,72.96,0,Tuesday,False
100741,2024-03-26,East,Beauty,Moisturizer,Loyalty,Online,2,21.83,0.0,40.93,43.66,0,Tuesday,False
100742,2024-03-26,West,Beauty,Lipstick Set,New,Online,1,29.17,0.0,18.56,29.17,0,Tuesday,False
100743,2024-03-26,South,Apparel,Backpack,New,Online,3,43.86,0.0,40.92,131.58,0,Tuesday,False
100744,2024-03-26,North,Beauty,Shampoo,Returning,In-Store,3,13.33,0.15,47.39,33.99,0,Tuesday,False
100745,2024-03-26,North,Electronics,Power Bank,Returning,Online,2,29.31,0.0,37.82,58.62,0,Tuesday,False
100746,2024-03-26,East,Apparel,Running Shoes,Loyalty,Online,5,72.87,0.0,43.25,364.35,0,Tuesday,False
100748,2024-03-27,North,Beauty,Shampoo,New,In-Store,1,13.78,0.0,41.53,13.78,0,Wednesday,False
100749,2024-03-27,East,Beauty,Moisturizer,Returning,Marketplace,2,22.38,0.0,32.77,44.76,0,Wednesday,False
100750,2024-03-27,North,Apparel,Jacket,New,In-Store,2,91.07,0.0,10.39,182.14,0,Wednesday,False
100751,2024-03-27,East,Home & Kitchen,Coffee Maker,Returning,Online,2,52.84,0.0,0.0,105.68,1,Wednesday,False
100752,2024-03-27,South,Home & Kitchen,Coffee Maker,New,In-Store,4,48.31,0.15,39.92,164.25,0,Wednesday,False
100753,2024-03-28,North,Apparel,T-Shirt,New,In-Store,5,20.46,0.0,44.34,102.3,0,Thursday,False
100757,2024-03-28,South,Apparel,Jacket,Loyalty,In-Store,2,82.56,0.0,15.22,165.12,0,Thursday,False
100758,2024-03-28,North,Apparel,Backpack,Returning,Marketplace,2,52.88,0.0,14.26,105.76,0,Thursday,False
100759,2024-03-29,North,Home & Kitchen,Air Fryer,Returning,Marketplace,2,85.81,0.0,21.31,171.62,0,Friday,False
100760,2024-03-29,East,Apparel,Backpack,New,Online,1,45.0,0.0,6.25,45.0,0,Friday,False
100761,2024-03-29,North,Electronics,Power Bank,New,Online,5,29.47,0.0,26.34,147.35,0,Friday,False
100762,2024-03-29,North,Apparel,Backpack,New,Online,3,56.59,0.2,41.21,135.82,0,Friday,False
100763,2024-03-29,East,Home & Kitchen,Air Fryer,New,Online,3,82.1,0.1,23.86,221.67,0,Friday,False
100764,2024-03-29,North,Beauty,Moisturizer,Loyalty,Marketplace,1,24.85,0.15,0.0,21.12,1,Friday,False
100765,2024-03-29,East,Home & Kitchen,Coffee Maker,New,Online,4,56.52,0.2,14.5,180.86,0,Friday,False
100766,2024-03-29,West,Apparel,T-Shirt,New,Marketplace,5,22.54,0.0,7.97,112.7,0,Friday,False
100767,2024-03-29,West,Electronics,Smartphone Case,New,Online,2,16.36,0.0,16.55,32.72,0,Friday,False
100768,2024-03-29,West,Apparel,Backpack,Returning,Online,4,57.8,0.0,16.35,231.2,0,Friday,False
100769,2024-03-30,West,Beauty,Lipstick Set,New,Marketplace,3,28.96,0.1,11.7,78.19,0,Saturday,True
100770,2024-03-30,North,Apparel,T-Shirt,New,Online,1,22.0,0.0,31.0,22.0,0,Saturday,True
100771,2024-03-30,South,Beauty,Lipstick Set,Returning,Online,2,23.17,0.0,38.36,46.34,0,Saturday,True
100772,2024-03-30,North,Apparel,Backpack,Returning,Marketplace,3,54.83,0.0,25.53,164.49,0,Saturday,True
100773,2024-03-30,South,Beauty,Lipstick Set,Returning,Online,2,23.88,0.0,40.08,47.76,0,Saturday,True
100774,2024-03-30,South,Electronics,Bluetooth Speaker,Returning,Marketplace,3,55.86,0.15,24.15,142.44,0,Saturday,True
100775,2024-03-30,South,Electronics,Power Bank,New,Online,3,21.81,0.1,33.62,58.89,0,Saturday,True
100776,2024-03-30,South,Home & Kitchen,Blender,Loyalty,Marketplace,3,36.58,0.0,1.98,109.74,0,Saturday,True
